id,category,text,source,written_by,status
prog-051,programs,"Besides BS Computer Science, NUML offers several other four-year computing degrees under the Faculty of Engineering and Computer Sciences. Students can choose from BS Software Engineering, BS Artificial Intelligence, BS Cyber Security, and BS Data Science. All these degrees build a strong foundation in basic computer programming, mathematics, and database management during the early semesters, before moving into courses specific to the chosen major in later semesters. These degree programs are spread across eight semesters and follow the guidelines set by the Higher Education Commission and relevant computing accreditation councils, with BS Computer Science and BS Software Engineering specifically accredited by the National Computing Education Accreditation Council. Applicants interested in any of these degrees should confirm program-specific eligibility with the Faculty of Engineering and Computer Sciences, since requirements can differ slightly by major.",https://numl.edu.pk/programs/undergraduate,Minahil,verified
prog-052,programs,"Students who want to apply for an MS or MPhil degree in a field different from their previous bachelor's degree must follow NUML's discipline-switching rules. If a student does not have the exact academic background required for a program, the department may require them to take extra basic courses known as deficiency or bridging courses. These deficiency courses must be completed during the student's first few semesters, before they begin regular master's-level research and advanced subjects specific to the new discipline. Final admission still depends on meeting the department's merit requirements and test results in addition to completing any assigned bridging coursework, so a change in discipline does not bypass the standard graduate admission process; it simply adds a preparatory step before it.",https://numl.edu.pk/programs/graduate,Minahil,verified
prog-053,programs,"NUML offers executive and flexible-timing programs mainly designed for working professionals who want to continue their education without leaving their jobs. Programs like the Executive MBA and specific postgraduate diplomas offer classes in the late afternoon, evening, or on weekends rather than during standard daytime hours. These programs follow the same course content, credit hours, and quality of teaching as regular daily programs, with the schedule simply rearranged to match the routine of working candidates. Because seat availability and specific offerings under this executive or flexible-timing category can change from one intake to another, prospective applicants who are currently employed should confirm current program availability and the exact class schedule directly with the Admissions Office before applying.",https://numl.edu.pk/programs/graduate,Minahil,verified
prog-054,programs,"The Faculty of Languages at NUML offers short diploma and certificate courses in many foreign languages. Available options include Chinese, German, French, Korean, Japanese, Spanish, Italian, Russian, Turkish, Arabic, and Persian. These language programs start from basic Certificate levels and progress up to Advanced Diplomas, following a structure similar to the Faculty's functional English and IELTS/TOEFL preparation offerings. The lessons focus on basic grammar, speaking skills, reading, and listening comprehension rather than academic or literary study of the language. These courses are open to both current university students looking to add a language skill alongside their main degree, and to outside learners who are not otherwise enrolled at NUML but want to study a new language independently.",https://numl.edu.pk/programs/undergraduate,Minahil,verified
prog-055,programs,"Detailed course outlines and study plans for every degree program are managed by their respective departments at NUML. Students can view the list of subjects for each semester on the official NUML website under their program's page, which is also where the general credit-hour framework and scheme of study for a degree, typically 130 to 140 credit hours across eight semesters for a standard BS, can be confirmed. Instructors also hand out detailed course outlines at the start of every semester, explaining weekly topics, recommended textbooks, and grading rules specific to that course. These study materials are also uploaded to the university's Learning Management System for enrolled students to access easily, so a student unable to locate a printed outline should check the LMS before assuming the material is unavailable.",https://numl.edu.pk/programs/undergraduate,Minahil,verified
hst-056,hostel,"National University of Modern Languages provides separate on-campus hostel accommodation for male and female students at its main Islamabad campus. Hostel allotments are designed to facilitate outstation students who move to Islamabad specifically for their studies, rather than serving as general-purpose housing open to any interested student regardless of background. Accommodation capacity is distributed across multiple hostel blocks managed by dedicated wardens and hostel administrative staff, with boys, girls, and faculty housed in separate, self-contained blocks. Because of limited available seats, room allocation is handled through a structured application process managed directly by the Hostel Office rather than being automatically guaranteed upon academic admission, meaning a student must apply separately for hostel accommodation even after securing an academic seat.",https://numl.edu.pk/hostels,Minahil,verified
hst-057,hostel,"Newly admitted outstation students can apply for hostel accommodation only after confirming their academic admission at NUML, since hostel allotment is not bundled automatically with the academic admission process. The hostel application form must be obtained from the Hostel Office or downloaded from the official university portal during the designated admission intake window, and it must be submitted along with required academic and identity documents such as attested CNIC or Form-B copies and the admission fee receipt. Allotment lists are prepared based on seat availability and university priority guidelines, which weigh factors such as distance from a student's home district, after which selected candidates receive their fee challans for room confirmation and are expected to complete payment before their seat is finalized.",https://numl.edu.pk/hostels,Minahil,verified
hst-058,hostel,"Hostel seat allotments at NUML are granted based on specific priority criteria set by the university administration. Outstation students coming from far-off geographic regions, rural areas, and international candidates are given primary consideration for room allocation, while local residents of the twin cities of Islamabad and Rawalpindi are generally not eligible for on-campus hostel accommodation under standard allotment rules, though exceptions can be considered under exceptional circumstances with administrative approval. Academic program level, semester standing, and seat quotas across faculties also influence final room allotment decisions made by the Hostel Allotment Committee, and continuing students seeking re-allotment in later semesters must additionally maintain satisfactory academic performance and a clean disciplinary record to be considered.",https://numl.edu.pk/hostels,Minahil,verified
hst-059,hostel,"Students whose permanent or current residence falls within the local twin cities area of Islamabad and Rawalpindi are generally not eligible for NUML hostel accommodation under the standard allotment policy. The university hostel policy reserves available room inventory primarily for non-local and international students who have no local residence to fall back on, which reflects the broader hostel priority system that also favors students traveling from distant provinces. Exceptions are only considered under exceptional circumstances or specific administrative approvals processed through the Hostel Office and university authority channels, and a student in this situation who believes their circumstances justify an exception should submit a formal written appeal to the Warden Office rather than assuming a request will be granted automatically.",https://numl.edu.pk/hostels,Minahil,verified
hst-060,hostel,"Hostel accommodation charges at NUML consist of per-semester room rent, utility fees, maintenance charges, and a one-time refundable security deposit paid at the time of initial allotment. Hostel fees are separate from academic tuition fees and are deposited using a dedicated university bank challan rather than being combined with the regular semester fee challan issued for academic charges. The security deposit is refundable to the student upon completing their degree or formally vacating the hostel, provided no property damage or unpaid utility dues are recorded against the resident, though room rent and recurring semester charges are refunded only on a pro-rata basis if a student withdraws early, depending on the exact date of departure relative to the start of the semester.",https://numl.edu.pk/hostels,Minahil,verified
hst-061,hostel,"All students residing in NUML hostels are required to join the official hostel mess facility as part of their residence agreement. Cooking inside individual hostel rooms is strictly prohibited due to safety and health regulations, meaning residents cannot maintain their own kitchen setup even for basic meal preparation. The hostel mess operates under a centralized system to provide daily meal services, including breakfast, lunch, and dinner, to resident students, with charges calculated on a monthly or per-semester billing cycle based on attendance and operational costs. Joining the mess system is an integral requirement of the hostel residence agreement signed by students upon taking possession of their room, so a student cannot opt out of mess membership while remaining a hostel resident.",https://numl.edu.pk/hostels,Minahil,verified
hst-062,hostel,"Hostel mess charges are calculated on a monthly or per-semester billing cycle based on the operational costs and meal schedules set by the Mess Management Committee. Bills are generated according to student attendance, daily meal charges, and fixed mess running expenses, meaning the exact amount a student owes can vary somewhat based on how consistently they eat at the mess during the billing period. Resident students must clear their mess bills within the prescribed due dates displayed on hostel notice boards, and failure to pay mess dues on time can lead to late fee penalties or suspension of hostel mess privileges, which is a separate consequence from the university-wide late fee that applies to unpaid academic fee challans.",https://numl.edu.pk/hostels,Minahil,verified
hst-063,hostel,"Candidates selected for hostel accommodation must submit a complete document package to finalize room possession. Required documents include attested copies of the student's Computerized National Identity Card (CNIC) or Form-B, guardian CNIC copies, official university admission fee receipt, recent passport-sized photographs, and a signed affidavit agreeing to follow hostel rules. International students must also supply copies of their valid passport, student visa, and relevant NOC clearance documents, coordinated through the International Students Office in addition to the standard Hostel Branch process. A candidate missing any of these documents at the time of room possession may have their allotment delayed until the complete set is submitted and verified.",https://numl.edu.pk/hostels,Minahil,verified
hst-064,hostel,"NUML maintains strict entry gate timings and curfew rules across all campus hostels to ensure resident safety. Girls' hostels observe specific evening closing times, after which movement outside the hostel premises is restricted without prior written authorization from the hostel warden, while similar though sometimes less restrictive timing rules apply to the boys' hostel. Gate attendance registers are maintained daily by security staff to track resident movement in and out of the building. Repeated violations of arrival timings or unauthorized absences after curfew hours lead to disciplinary action by the Hostel Disciplinary Committee, so students anticipating a late return due to academic commitments should contact their warden in advance rather than risk a violation on their record.",https://numl.edu.pk/hostels,Minahil,verified
hst-065,hostel,"Family members and visitors are allowed to meet hostel residents only during designated visiting hours established by the Hostel Office. Visitors must present valid identity credentials, register their details at the hostel entrance gate, and meet students in designated visitor lounges rather than being permitted into the private residential areas of the hostel. Parents and blood relations specified during the initial application process are granted entry permits, whereas general unauthorized visitors, including friends or extended acquaintances not listed on the student's file, are not permitted beyond security reception areas under normal circumstances, and any exception outside the fixed visiting hours requires prior permission from the Hostel Warden.",https://numl.edu.pk/hostels,Minahil,verified
hst-066,hostel,"External guests, day-scholar classmates, and non-resident friends are strictly prohibited from staying overnight in hostel rooms, a rule distinct from the daytime visiting-hours policy that allows registered family members into designated visitor lounges. Unannounced or unauthorized guest stays are considered a major policy violation under university hostel discipline regulations and can result in disciplinary action against the resident who allowed the stay. In case of emergency or when visiting immediate family members from out of town, temporary guest room accommodations may be requested in advance through the Warden Office, subject to availability and prescribed guest room charges, but this arrangement must be formally requested rather than assumed permissible on an ad hoc basis.",https://numl.edu.pk/hostels,Minahil,verified
hst-067,hostel,"Standard hostel rooms at NUML are equipped with essential basic furniture items to support student living and study needs. Each resident is provided with a single bed frame, a study table, a chair, and a clothing cupboard or wardrobe unit as part of the room's fixed furnishings. Shared room facilities like ceiling fans, lighting fixtures, and standard electrical sockets are maintained by the campus engineering branch, which also handles repair requests logged through the hostel's maintenance complaint register. Students are expected to bring their own bedding, mattresses, pillows, study lamps, and personal hygiene supplies, since these consumable and personal items are not provided as part of the standard room furnishing package.",https://numl.edu.pk/hostels,Minahil,verified
hst-068,hostel,"Internet connectivity is provided across NUML student hostels through campus Wi-Fi networks and local area network access points. The network service is managed by the university IT Services branch to assist students with research, LMS access, and academic tasks, meaning the connection is intended primarily for study-related use rather than unrestricted general browsing or heavy media streaming. Residents receive network access credentials linked to their student registration accounts once their hostel enrollment is finalized. Usage policies apply to ensure equitable bandwidth distribution among residents and to block access to unapproved or unsafe internet content, and students experiencing persistent connectivity problems in their specific room should raise the issue with the IT Services Desk rather than the Hostel Warden.",https://numl.edu.pk/hostels,Minahil,verified
hst-069,hostel,"Basic laundry infrastructure and washing areas are provided within hostel blocks to assist resident students with personal laundry tasks. Dedicated laundry spaces allow students to manage routine clothing care on campus without needing to leave the hostel building for basic washing needs. Commercial laundry and pressing services may also operate near or within designated campus premises for affordable fees, offering an alternative for students who prefer not to handle their own washing and ironing. Resident students are responsible for managing their personal garments and adhering to cleanliness guidelines in shared laundry areas, and any dispute over shared equipment or space should be raised with the Hostel Warden rather than resolved informally between residents.",https://numl.edu.pk/hostels,Minahil,verified
hst-070,hostel,"The use of heavy electrical appliances inside hostel rooms is regulated to manage power infrastructure capacity and prevent fire hazards. Basic personal items like laptop chargers, mobile devices, and small study lamps are permitted without restriction. Heavy electrical heating or cooking equipment, such as electric heaters, hot plates, microwave ovens, mini fridges, and air conditioners, is prohibited inside student rooms, largely because the shared electrical wiring in older hostel blocks is not designed to handle this additional load safely. Misuse of room electrical outlets or unapproved wiring alterations results in device confiscation and fines, and students with a genuine medical need for an otherwise restricted appliance should raise the request formally with the Hostel Office rather than installing it without approval.",https://numl.edu.pk/hostels,Minahil,verified
hst-071,hostel,"Hostel seat allocations are calculated using a balanced consideration of geographical distance from the home district and academic performance. Candidates traveling from distant provinces or international regions receive higher weightage during seat distribution, consistent with the broader hostel policy that generally excludes students from the local Islamabad-Rawalpindi twin cities area. For continuing students seeking re-allotment in a later semester, maintaining a satisfactory Grade Point Average and disciplined hostel conduct throughout previous semesters serve as mandatory evaluation metrics applied by the Hostel Allotment Committee, meaning a student's seat is not guaranteed to carry over automatically from one semester to the next regardless of their original distance-based priority.",https://numl.edu.pk/hostels,Minahil,verified
hst-072,hostel,"Priority for on-campus hostel seats is primarily granted to regular morning-shift degree candidates due to overall capacity limits across the hostel blocks. Evening-shift students are evaluated for hostel allotment only when spare room capacity remains after satisfying morning-shift student applications, reflecting the broader pattern in which morning and evening shifts share an identical academic curriculum but differ in access to certain campus resources like hostel seats. Evening students seeking hostel accommodation must fulfill identical geographic eligibility rules, meaning they must still qualify as outstation or international students, and submit the standard application forms for review by the Hostel Office within the normal allotment cycle rather than through a separate process.",https://numl.edu.pk/hostels,Minahil,verified
hst-073,hostel,"Maintaining satisfactory academic standing and minimum attendance levels is required to retain a hostel seat at NUML. If a resident student experiences a severe academic drop, fails multiple subjects, or falls below the required semester CGPA threshold, their hostel re-allotment request for subsequent semesters may be denied by the Hostel Allotment Committee, even if their original allotment was based on strong distance-based priority. Hostel seats are regularly re-evaluated at the end of each academic session to prioritize active students in good academic standing, so a student facing academic difficulty that could affect their hostel status should proactively consult both the Academics Branch and the Hostel Office rather than waiting for a re-allotment decision to be made without their input.",https://numl.edu.pk/hostels,Minahil,verified
hst-074,hostel,"International and foreign national students enrolled in full-time degree programs at NUML are provided reserved hostel seat allocation options, consistent with the broader hostel priority policy that favors students without a local residence to fall back on. Foreign candidates coordinate their accommodation requests through the International Students Office and the Hostel Branch upon arrival, rather than applying through the standard domestic hostel application process alone. All international residents must fulfill standard hostel registration formalities, observe campus discipline policies, and maintain valid visa and security clearances throughout their residence term, and any lapse in visa status can affect their continued eligibility to remain in hostel accommodation regardless of their academic standing.",https://numl.edu.pk/hostels,Minahil,verified
hst-075,hostel,"Basic medical care and first-aid support are available to hostel residents through the campus Medical Center located on university grounds. Trained medical staff and basic health amenities handle minor ailments, routine checkups, and emergency first response during working hours, offering a first point of contact for a resident who falls ill without needing to leave campus immediately. For severe medical emergencies requiring specialized hospital care, hostel wardens coordinate transportation to off-campus government or private medical centers located nearby, meaning the Medical Center itself is not equipped to handle serious or life-threatening conditions beyond initial stabilization and referral. Residents needing ongoing treatment for a condition beyond first aid are generally advised to arrange follow-up care with a doctor of their own choosing outside campus, since the Medical Center's role is limited to immediate, short-term response rather than continuing management.",https://numl.edu.pk/hostels,Minahil,verified
hst-076,hostel,"Resident students planning to leave the hostel overnight or visit their hometowns for weekends must follow formal leave pass procedures rather than simply informing a roommate or leaving without notice. Leave applications must be submitted in advance to the Hostel Warden Office stating the travel purpose, departure timing, return date, and emergency contact details, allowing the warden to account for the student's whereabouts during the period of absence. For female hostel residents specifically, leave approvals require verified authorization or consent from documented parents or local guardians before leave passes are granted, a requirement that does not apply in the same form to male residents under the standard policy.",https://numl.edu.pk/hostels,Minahil,verified
hst-077,hostel,"Room allotments assigned at the beginning of an academic session are intended to remain fixed for the full term rather than being subject to casual reassignment during the semester. However, formal requests for room or roommate changes may be considered under specific circumstances, such as academic schedule conflicts or administrative adjustments identified by the Hostel Office itself. Students seeking a transfer must submit a written application to the Hostel Warden outlining valid reasons for the request rather than relying on a verbal ask. Transfers are granted solely at the discretion of the Hostel Office and depend on available room vacancies at the time of the request, so approval is not guaranteed even when a reasonable justification is provided.",https://numl.edu.pk/hostels,Minahil,verified
hst-078,hostel,"Students are required to vacate their hostel rooms during long official semester breaks, such as summer vacations, to allow for maintenance, renovation, and deep cleaning of the hostel blocks. Personal belongings must be packed securely or stored in designated luggage rooms as instructed by hostel wardens, since rooms may be reassigned or worked on during the break period. Students staying back during vacations for academic research, summer courses, or official university projects must seek special permission from the Hostel Office to retain temporary holiday accommodation, and this permission is not granted automatically simply because a student has an academic reason to remain on campus.",https://numl.edu.pk/hostels,Minahil,verified
hst-079,hostel,"Refund of hostel charges upon early departure or room cancellation is governed by university financial rules distinct from, though structured similarly to, the academic tuition refund policy. The security deposit paid during initial allotment is fully refundable after deducting any outstanding mess dues or damage costs recorded against the resident. However, room rent and recurring semester fees are refunded on a pro-rata basis depending on the exact date of official withdrawal relative to the start of the academic semester, meaning a student who withdraws later in the semester recovers a smaller proportion of these charges than one who withdraws shortly after the term begins.",https://numl.edu.pk/hostels,Minahil,verified
hst-080,hostel,"Hostel maintenance issues, such as electrical failures, plumbing repairs, or furniture damage, are handled through formal maintenance complaint registers maintained at each hostel warden office. Resident students log their specific room repair issues in the register rather than reporting them informally to hostel staff, ensuring the issue is tracked until resolved. Minor maintenance work is completed by assigned university technicians from the campus engineering branch, the same branch responsible for the electrical and lighting fixtures installed in hostel rooms, while urgent security concerns are addressed immediately by the Hostel Warden and campus security personnel rather than being logged in the standard maintenance register.",https://numl.edu.pk/hostels,Minahil,verified
trn-081,transport,"Students who want to use NUML's bus facility must obtain a Bus Fee Challan from the Transport Office and deposit the fee before a pass can be issued. Bus passes are then issued on a first-come, first-served basis rather than being guaranteed to every applicant, so depositing the fee promptly matters if seats on a preferred route are limited, since routes with fewer available seats can fill up before the registration window officially closes. This entire process is managed through the NUML Transportal, a portal separate from both the main NUML website and the general admission system, so students should register there directly rather than assuming the Transport Office handles applications only in person.",numl.edu.pk/announcement/578,Minahil,verified
trn-082,transport,"A valid Student Bus Pass is mandatory for any student who wants to travel on NUML's transport service. Students cannot board a NUML bus without one, so the pass should be arranged well before relying on university transport, since passes are issued through the NUML Transportal on a first-come, first-served basis once a student's Bus Fee Challan has been deposited. A bus pass is also route-specific, meaning it is only valid for the exact route a student registered for, so simply holding any pass is not sufficient; the pass must match the specific route the student intends to travel on that day.",transport.numl.edu.pk,Minahil,verified
trn-083,transport,"NUML manages bus registration and renewal through a dedicated online portal called the NUML Transportal, separate from the main NUML website and the general admission portal. Both new and continuing students use this portal each semester to apply for or renew their Student Bus Pass, and the exact registration window is announced fresh for each semester rather than following a fixed date, with continuing students typically given an earlier renewal window and new students a separate, slightly later window. Since bus passes are issued first-come, first-served and payment is due as a single full amount with no installment option, students are advised to complete their Transportal registration and challan payment as early as possible within their assigned window.",transport.numl.edu.pk,Minahil,verified
trn-084,transport,"The NUML Transportal opens for a defined registration window at the start of each semester, covering both renewal of old bus passes and registration of new students. The exact dates are announced separately each semester rather than staying fixed year to year, and continuing students who already hold a bus card are typically given an earlier window to renew, while newly admitted students are given a separate, slightly later window to register for the first time. If seats remain available on certain routes after this main window closes, the Transportal may reopen specifically for those vacant seats, though this reopening is not guaranteed to happen every semester.",transport.numl.edu.pk,Minahil,verified
trn-085,transport,"Continuing students who already hold a NUML bus card typically get an earlier window to apply for renewal, while newly admitted students are given a separate, slightly later window to register for the first time. Both windows are managed through the NUML Transportal, and the exact opening and closing dates are announced separately each semester rather than staying fixed year to year. A student who held a bus card in a previous semester is not automatically renewed simply because their earlier registration exists; they must actively reapply through the Transportal and update their profile information each semester before a new pass is issued for the current term.",numl.edu.pk/announcement/669,Minahil,verified
trn-086,transport,"NUML's transport fee does not offer a fee waiver or installment payment option. Students are expected to pay the full transport fee as a single payment when depositing their Bus Fee Challan through the Transport Office or via the NUML Transportal. Missing the announced payment deadline results in a student being struck off the transport list for that semester, with no further extension granted regardless of the reason for the delay. Because there is no partial-payment route available, students planning to use university transport should budget for this as a single upfront cost each semester rather than assuming a payment plan will be offered as it might be for some other university charges.",numl.edu.pk/announcement/798,Minahil,verified
trn-087,transport,"Students who qualify as a Special Person can apply for a Special Person Bus Card through the Main Transport Officer (MTO) Office by submitting a simple application along with a copy of their Special CNIC or an equivalent certificate confirming their eligibility. This is a separate process from the standard bus pass application handled through the NUML Transportal, meaning a Special Person applicant does not necessarily go through the same first-come, first-served general registration window as other students. Eligible students can direct any questions about documentation or the specific application process to the Transport Office directly, either in person or through NUML's main university line.",numl.edu.pk/announcement/678,Minahil,verified
trn-088,transport,"Students who fail to deposit their Bus Fee within the announced deadline are struck off the transport list for that semester, and no further date extension is granted after the cutoff, regardless of individual circumstances. Since NUML's transport fee must be paid as a single full payment with no installment option, students should plan to deposit their Bus Fee Challan well ahead of the announced due date rather than close to it, since a delay of even a day past the deadline can result in losing the seat entirely. A student removed from the list for missing the deadline would then need to wait for a subsequent reopening of the Transportal, if one is announced, to apply again for any remaining vacant seats.",numl.edu.pk/announcement/717,Minahil,verified
trn-089,transport,"Once a student's bus card is ready, an email notification is sent to them at the address linked to their student registration account. The card can then be collected either directly from the bus on their assigned route or from the Transport Office, whichever is more convenient for the student's daily schedule. Students should check their registered email regularly after applying, since delays in collecting the card can affect their ability to use university transport once classes resume for the semester, and a student who does not collect their card promptly may find it harder to coordinate pickup once the bus schedule for the term is already in full swing.",numl.edu.pk/announcement/678,Minahil,verified
trn-090,transport,"A NUML bus pass is valid only for the specific route it was issued for. Students are not permitted to travel on a different route than the one shown on their pass, so it is important to select the correct route at the time of registration through the NUML Transportal, since switching routes afterward is not simply a matter of showing the existing pass to a different bus's staff. A student who needs to change their assigned route partway through a semester, for example due to a change in residence, should contact the Transport Office directly to ask whether a route change is possible rather than assuming their existing pass will be honored on the new route.",numl.edu.pk/announcement/798,Minahil,verified
trn-091,transport,"If seats remain available on certain routes after the main registration window closes, the NUML Transportal may reopen specifically for those vacant seats, and students can apply only for the routes that still have space rather than for any route of their choosing. This reopening is not guaranteed every semester, since it depends entirely on whether any seats remain unfilled after the initial renewal and new-registration windows have both closed. Students are encouraged to register during the original window rather than relying on a possible second chance, since a student who misses the first window and hopes for a reopening may find that no additional seats become available that particular semester.",numl.edu.pk/announcement/798,Minahil,verified
trn-092,transport,"Students who apply early for transport may be issued a conditional Bus Fee Challan as a head start on the registration process. This is provisional, and final approval of the bus pass is only granted after any incorrect or missing information in the student's profile on the NUML Transportal is corrected and verified by the Transport Office. A student who receives a conditional challan should not assume their seat is fully secured until this verification step is complete, since an unresolved discrepancy in their profile details, such as a mismatched registration number, could delay or affect the final issuance of their actual bus pass.",numl.edu.pk/announcement/798,Minahil,verified
trn-093,transport,"Students who held a NUML bus card in a previous semester are not automatically renewed for the following term. They are advised to apply again for renewal through the Transportal and to update their profile information for the current semester before a new pass is issued, since the system does not carry over an old registration by default. This applies even to students who have held a pass for several consecutive semesters without interruption, meaning renewal is an active step each term rather than a one-time registration that persists automatically until a student graduates or withdraws. Students who forget this step and assume their earlier card remains valid risk being unable to board once the new semester's bus schedule takes effect, since drivers and route staff check for a current, correctly renewed pass rather than any bus card a student happens to be carrying.",numl.edu.pk/announcement/669,Minahil,verified
trn-094,transport,"The transport application form for NUML's bus facility can be downloaded directly from the NUML Transport Portal rather than being collected only in person from the Transport Office. Once filled out, the form is typically submitted along with the Bus Fee Challan and any required documents either in person or through the portal, depending on the specific process announced for that semester, so a student should check the current instructions rather than assuming the exact submission method from a previous term still applies. This flexibility in downloading the form is separate from the payment step itself, which still requires depositing the Bus Fee Challan as a single full payment regardless of how the application form was obtained.",numl.edu.pk/announcement/669,Minahil,verified
trn-095,transport,"For transport-related queries, students at NUML Islamabad can contact the university's main line at +92-51-9265100, since transport matters are handled by the Transport Office under the main administration rather than having a dedicated public-facing phone line of its own. This covers issues such as bus pass registration, missing cards, route assignment, or fee payment questions, and callers may need to ask to be transferred to the Transport Office extension once connected to the main switchboard, similar to how other administrative offices such as the Dean's office for Engineering and Computer Sciences are also reached through extensions off this same central number.",numl.edu.pk (Announcements/Contact),Minahil,verified
sch-096,scholarships,"NUML offers the HEC Need Based Scholarship in collaboration with the Higher Education Commission to support talented students who are financially unable to meet the cost of higher education, with special preference given to students from remote and rural areas. This scholarship is generally intended to cover the student's semester fee along with a monthly stipend contribution toward living costs such as books, transport, food, and hostel expenses, though the exact amount depends on HEC's allocation for that particular cycle. It is offered for both undergraduate four-year programs and graduate two-year programs, and is available to students at NUML's regional campuses as well as the main Islamabad campus, so eligibility is not restricted to any single campus or degree level.",numl.edu.pk/main/campus/scholarships,Minahil,verified
sch-097,scholarships,"Eligibility for the HEC Need Based Scholarship at NUML is determined by the Institutional Scholarship Award Committee (ISAC), which assesses each applicant's financial need before an award is granted. There is no fixed formula applicants can calculate themselves, since the decision comes down to the committee's evaluation of the submitted supporting documents, such as a parent's salary slips or utility bills, and each candidate's individual circumstances rather than a single numeric cutoff. Shortlisted candidates are typically contacted separately for an interview as a further part of this evaluation process, so applicants should keep their contact details on the application form accurate and up to date after submitting, since the committee usually reaches out directly once shortlisting has been finalized.",numl.edu.pk/scholarship/HEC%20Need%20Based%20Scholarship%20Program,Minahil,verified
sch-098,scholarships,"The HEC Need Based Scholarship program at NUML is offered for both undergraduate four-year programs and graduate two-year programs. Eligibility is assessed the same way regardless of degree level, based on demonstrated financial need reviewed by the Institutional Scholarship Award Committee, so graduate applicants should prepare the same supporting documents as undergraduate applicants when they apply, including a paid fee challan copy, salary slips, and photographs. Students beyond their first semester of either an undergraduate or graduate program must additionally attach their previous semester's result transcript, since continued receipt of the scholarship is generally subject to maintaining satisfactory academic performance each semester regardless of degree level.",numl.edu.pk/lahore/campus/scholarships/HEC%20Need%20Base%20Scholarship,Minahil,verified
sch-099,scholarships,"Students studying at NUML's regional campuses are also eligible to apply for the HEC Need Based Scholarship, by submitting their application through their own campus rather than the main Islamabad campus, before the announced due date. Regional-campus applicants go through the same review process as Islamabad-campus applicants once their documents are submitted, meaning the Institutional Scholarship Award Committee applies the same evaluation criteria regardless of which campus an applicant is enrolled at. Because the submission point differs by campus, a regional-campus student should confirm the exact office and address to submit their application locally, rather than assuming they need to send documents to the Student Financial Aid Office in Islamabad.",numl.edu.pk/scholarship/HEC%20Need%20Based%20Scholarship%20Program,Minahil,verified
sch-100,scholarships,"The completed HEC Need Based Scholarship form, along with all supporting documents, is submitted to the Student Financial Aid Office, located in Room No. 26, Jinnah Block, at the NUML Islamabad campus, for students applying through the main campus. Applicants should confirm their document set is complete before submitting, since forms missing required paperwork or submitted after the due date are not accepted outright rather than being returned for correction. Students at regional campuses submit their applications through their own campus instead of this Islamabad office, so the Jinnah Block location applies specifically to Islamabad-based applicants rather than to every NUML student nationwide.","pakadmissions.com (NUML scholarship guide), cross-checked with numl.edu.pk",Minahil,verified
sch-101,scholarships,"Applicants for the HEC Need Based Scholarship must submit documents including a paid fee challan copy, attested salary slips of a parent or supporting family member, a copy of the pension book if a parent is retired, recent utility bill copies, and two attested passport-size photographs. Students beyond their first semester must also attach their previous semester's result transcript, reflecting the broader requirement that continued scholarship eligibility depends on maintaining satisfactory academic performance. The application form itself must be filled out in black pen with every field completed factually and comprehensively, since incomplete or inaccurate entries can affect how the Institutional Scholarship Award Committee assesses the application.","preparehow.com (NUML scholarship guide), cross-checked with numl.edu.pk",Minahil,verified
sch-102,scholarships,"NUML does not accept HEC Need Based Scholarship applications that are missing required supporting documents, or that are submitted after the announced due date. Required documents typically include a paid fee challan copy, attested salary slips, a pension book copy if applicable, utility bills, and passport-size photographs, so applicants should double-check their document set against the requirements before submitting to the Student Financial Aid Office, or their own regional campus office if applying outside Islamabad. Because incomplete forms are rejected outright rather than returned to the applicant for correction, it is worth assembling every required document in advance rather than submitting the form first and adding paperwork afterward.",preparehow.com (NUML scholarship guide),Minahil,verified
sch-103,scholarships,"The HEC Need Based Scholarship application form must be filled out in black pen, with every field completed carefully and factual, comprehensive, and authentic information provided throughout. Incomplete or inaccurate entries can affect how the application is assessed by the Institutional Scholarship Award Committee, so applicants should cross-check details against their supporting documents, such as salary slips and utility bills, before submitting. This attention to accuracy matters because the committee's evaluation is based entirely on the submitted form and documents rather than a follow-up clarification process, so an applicant who leaves a field blank or provides a detail that does not match their supporting paperwork risks their application being assessed unfavorably or rejected outright.",numl.edu.pk/scholarship/HEC%20Need%20Based%20Scholarship%20Program,Minahil,verified
sch-104,scholarships,"After submitting a complete Need Based Scholarship application, shortlisted candidates are contacted separately for an interview as part of the selection process carried out by the Institutional Scholarship Award Committee. Applicants should keep their contact details on the form accurate and check regularly for updates after submitting, since the committee typically reaches out directly once shortlisting has been finalized, generally by phone or email rather than through a posted list. Because the committee's decision is based on this combination of documentary evidence and interview impression rather than a single numeric financial-need score, students should treat the interview stage as a genuine part of the assessment rather than a formality that follows an already-decided outcome.",pakadmissions.com (NUML scholarship guide),Minahil,verified
sch-105,scholarships,"Apart from the need-based scholarship, NUML also offers a Merit Scholarship awarded purely on the basis of academic excellence, independent of financial need. It can take the form of a fee waiver, a fee refund, or a monetary incentive or award, so students who don't qualify for the need-based route may still be eligible here based on their academic performance rather than their financial circumstances. This is separate from the sports quota scholarship available to candidates admitted under NUML's sports-based admission category, which similarly offers a full fee waiver but is tied to a certificate-based admission quota rather than ongoing academic performance, so a student should not assume the two overlap or substitute for one another.",numl.edu.pk/main/campus/scholarships,Minahil,verified
